,dataset_name,1/1/2017_x,2/1/2017_x,3/1/2017_x,4/1/2017_x,5/1/2017_x,1/1/2017_y,2/1/2017_y,3/1/2017_y,4/1/2017_y,5/1/2017_y,package_id,package_name,package_has_admin_boundary_tag,package_tag_list,package_has_cod_tag,package_author,package_caveats,package_dataset_date,package_total_res_downloads,package_methodology,package_title,package_creator,organisation_name,package_notes,package_num_resources,package_tracking_summary_total,package_dataset_source,package_locations_list
269,Mali - Population Statistics 2013,2,10,16,3,0,13.0,30.0,46.0,15.0,0.0,236bcfcb-e05e-4b8b-8df0-e62d133828e5,mali-population-statistics,False,"cod ,nodeid59846 ,population ,sadd",True,None,"Languages: FR
",01/12/2015,13.0,Other,Mali - Population Statistics 2013,hdx,ocha-mali,"Population of Mali disaggregated by sex for 2013



",1.0,226.0,DNP - Direction Nationale de la Population,Mali
270,Sri Lanka - Tanks and Reservoirs,7,1,5,1,0,13.0,3.0,12.0,6.0,0.0,083cdbe8-8b22-4a7e-8bcd-e710f1e7b101,sri-lanka-water-bodies,False,"cod ,geodata ,hydrology ,lakes ,nodeid4192 ,polygon",True,None,"**Languages:** EN
",09/13/2012,3.0,Other,Sri Lanka - Tanks and Reservoirs,hdx,ocha-roap," Tanks and Reservoirs of Sri Lanka

Scale : 250k

ArcGIS Projected Coordinate System : SLD-Kandawala.prj",1.0,47.0,The Survey Department of Sri Lanka,Sri Lanka
271,Philippines - Admin level 4  boundaries  (Barangay) June2016,0,5,0,1,0,0.0,5.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,
272,Armenia - Population Census 2011,1,1,3,0,0,5.0,2.0,3.0,0.0,0.0,533c3fd9-4f2f-4f6f-a699-d7a99c1613c1,armenia-population-census-2011,False,"age ,census ,cod ,demography ,female ,gender ,male ,population ,sadd ,statistics",True,,None,01/01/2011,0.0,Census,Armenia - Population Census 2011,galiya,ocha-rocca,This dataset contains population census data 2011 for Armenia.  It has total population segregated by gender and age (yearly). The dataset on L0 and L1 levels and population numbers are as of 1 January 2011. This dataset fields described below.,1.0,52.0,National Statistical Service of the Republic of Armenia (http://www.armstat.am/en/),Armenia
273,Nigeria  - Administrative Boundaries (levels 0 - 3),0,18,266,350,1,0.0,53.0,282.0,382.0,5.0,81ac1d38-f603-4a98-804d-325c658599a3,nga-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,webservices ,xls",True,None,"Read me included in the datasets to provide guidance on use of fields.

Admin level 3 are developed for operational purposes only.
 
Two wards in the Administrative registry file (Sagir and Wurge) in Ngala, Borno State are not demarcated in the shapefile due to access constraint. 

The COD replaces the following datasets: 
<br />
https://data.humdata.org/dataset/nigeria-admin-level-0-1-and-2-administrative-boundaries
<br />
https://data.humdata.org/dataset/nigeria-borno-operational-boundaries-admin-1-3-state-lga-ward<br />
",02/23/2017,27.0,Other,Nigeria  - Administrative Boundaries (levels 0 - 3),uyabba,ocha-nigeria,"The dataset represents the Common Operational Data (COD) for administrative boundaries of Nigeria.  Each administrative unit contains the p-code and name. Admin COD datasets (Admin 0 – 2) for Nigeria are endorsed by the Office of the Surveyor General of the Federal Republic of Nigeria (OSGOF) and the IMWG Feb 2017.  See metadata for description of methodology for admin level 3 and the cleaning and processing performed by ITOS.  Levels 0 - 3 are polygonal administrative units, Level 3 only covers Borno and Yobe States and are for operational purposes only.  ",12.0,312.0,"Office for the Surveyor General of the Federation of Nigeria (OSGOF), Ehealth, United Nations Cartographic Section (UNCS)",Nigeria
274,Gambia - Settlements,2,3,7,2,0,7.0,9.0,16.0,5.0,0.0,c5e1355e-7fbd-4944-af24-f2e0166dd78d,gambia-settlements,False,"cod ,geodata ,nodeid4219 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** The rowcapcode is a harmonized Pcode,

**Languages:** EN",07/09/2012,5.0,Other,Gambia - Settlements,hdx,ocha-rowca,"Towns and villages of the Gambia

The dataset displays the villages and towns with national and region capitals of the Gambia.

Scale: 1,000,000",1.0,167.0,National Geospatial-Intelligence Agency (NGA),Gambia
275,Philippines - Administrative boundaries levels  1  - 3  (June2016) - PSGC_PSA_PH_June_2016.xlsx,0,0,0,1,0,6.0,6.0,11.0,17.0,0.0,,,,,,,,,,,,,,,,,,
276,Equatorial Guinea - Settlements,1,2,1,1,0,1.0,1.0,3.0,1.0,0.0,1dddcb9d-163b-46d4-bf98-1a2f5a421e30,equatorial-guinea-settlements,False,"cod ,geodata ,nodeid67343 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the provinces. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.



**Languages:** EN
",02/24/2011,6.0,Other,Equatorial Guinea - Settlements,hdx,ocha-rowca,"Settlements with administrative Class (eg: 1=Country capital, 2=Province capital…)

The dataset represents the settlements of Equatorial Guinea with harmonized PCODE of ROWCA and Humanitarian Response pcodes",2.0,72.0,National Geospatial-Intelligence Agency (NGA),Equatorial Guinea
277,Senegal - Settlements,1,6,14,5,0,2.0,14.0,29.0,17.0,0.0,199dc2ce-16d1-4192-80d0-c711ed7b0771,senegal-settlements,False,"cod ,geodata ,nodeid4685 ,points ,populated places ,settlements",True,None,"Cleaned and pcoded OCHA and ITOS.


**Languages:** EN
",01/25/2012,11.0,Other,Senegal - Settlements,hdx,ocha-rowca,"Settlements COD datasets for SEN endorsed by RO on February 2016; see metadata for description of cleaning and processing performed by ITOS.
Capitals (national, regional, departemental)
The dataset represents the regions capitals of Senegal. This is a zipped file for administrative region capitals. Scale: 1/1,000,000 
Last update February 2017",1.0,209.0," National Geospatial-Intelligence Agency (NGA), Government of Senegal",Senegal
278,"Egypt - Administrative Boundaries, Populated Places",0,0,2,0,0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
279,Burkina Faso - Elevation Model,0,0,1,3,0,2.0,1.0,1.0,6.0,0.0,c96cdff1-7621-4fcd-9fbb-b1d0d8d69ea7,burkina-faso-elevation-model,False,"cod ,elevation ,geodata ,hypsography ,nodeid3882 ,raster ,terrain",True,None,"**Languages:** EN
",08/23/2011,3.0,Other,Burkina Faso - Elevation Model,hdx,ocha-rowca,"Digital Elevation Model

The present geodata represents digital elevation model of Burkina Faso.

Resolution: 90 m",1.0,88.0,WFP,Burkina Faso
280,Liberia - Admin Level 2 Boundaries,1,9,10,5,0,4.0,20.0,20.0,11.0,0.0,bbb2f45c-3d7a-4ad3-afc5-459303dbc8f4,liberia-admin-level-2-boundaries,True,"administrative boundaries ,cod ,ebola ,geodata ,migration-processing ,nodeid4381 ,polygon",True,None,"**Most Recent Changes:** (2014-09-18) LBR_District.zip: is a new shapefile registered to be used in Ebola response. This replaces the district_4.zip dataset from 2011. Also record was changed from Level 3 to Level 2. OCHA pcodes and HRinfo have been also added.\

(2014-11-20) unpublished newest data being maintained by UNMEER find data on  [http://ebolageonode.org](http://ebolageonode.org)



**Languages:** EN
",09/15/2014,27.0,Other,Liberia - Admin Level 2 Boundaries,hdx,ocha-liberia,"LBR_Disctrict.zip:  polygon dataset that shows all 136 districts (admin level 2) for LIberia, each identified by an unique P-code. The dataset was provided by UNMIL in 2011 and a new pcode structure was created using the ISO-3 System. OCHA pcodes have been also added. 



",1.0,353.0,UNMIL and HIC,Liberia
281,"Lebanon - Settlements (villages, towns, cities)",8,22,17,7,2,27.0,41.0,53.0,20.0,4.0,280b11bd-d097-48e0-9c89-fdd09fb09dd0,lebanon-settlements-villages-towns-cities,False,"cod ,geodata ,nodeid113319 ,nodeid4617 ,settlements",True,,,11/09/2015,28.0,Other,"Lebanon - Settlements (villages, towns, cities)",marindi,ocha-lebanon,"This dataset presents a list of Localities in Lebanon for the use of humanitarian actors. Central Administration of Statistics. The official governmental institutions for statistics.
Cadastral Boundaries: Represent the geographic divisions of Lebanon as per the government. In total Lebanon holds 1623 Cadastral Boundaries.
Each boundary could includes 1 or more villages or municipalities; or 1 or more cadastral boundaries could represent one municipality.

P_code This column illustrates the agreed codes of the villages in Lebanon as per the UNICEF and UNHCR IM joint work.
Location_Name_En This column illustrates the agreed names of the villages in Lebanon as per the UNICEF and UNHCR IM joint work.
Location_Name_Arabic  This column illustrates the name of the location in arabic based on the ""Real estate areas , cities and villages in Lebanon guide"" in 2005 from the ACS for the most of the location
Latitude, Longitude Geographical Coordinates in Decimal Degrees. Geographical Projection WGS 1984.
Elevation This column has the elevation of the location GPS coordinates. Google Webservices was used to populate this field using location GPS coordinates      
Governorate This column illustrates the Mohafazas (Governorates) as per the Lebanese Government divisions. In total, the no. of Mohafazas is 8. as per decree ""522  dated 16/7/2003"", in English
Governorate_Ar This column illustrates the Mohafazas (Governorates) as per the Lebanese Government divisions. In total, the no. of Mohafazas is 8. as per decree ""522  dated 16/7/2003"", in Arabic
UN_Area Of Operation This column illustrates the Mohafazas (Governorates) in Lebanon as per UNHCR operation areas. Noting that Nabatiyeh and South Lebanon Mohafazas were merged into one Mohafaza that
 is ""South""also for Bekaa and Baalbek-El Hermel Mohafazas were merged into one Mohafaza that  is ""Bekaa"" In total, the no. of Mohafazas as per UNHCR is 5.in English
UN_AreaOfOperation_Ar This column illustrates the Mohafazas (Governorates) in Lebanon as per UNHCR divisions. Noting that Nabatiyeh and South Lebanon Mohafazas were merged into one Mohafaza that
 is ""South""also for Bekaa and Baalbek-El Hermel Mohafazas were merged into one Mohafaza that  is ""Bekaa"" In total, the no. of Mohafazas as per UNHCR is 5.in Arabic
District This column illustrates the cazas (Districts) in Lebanon as per Lebanese Government divisions.  In total, the no. of Cazas amounts for 26.        
District_Ar This column illustrates the cazas (Districts) in Lebanon as per Lebanese Government divisions.  In total, the no. of Cazas amounts for 26. in Arabic        
CAS_CODE* This column illustrates the agreed codes of the cadastral boundaries** in Lebanon as per the Lebanese Government.            
CAS_CODE_UN This column illustrates the agreed codes of the cadastral boundaries in Lebanon as per the Lebanese Government. The codes holds in its beginning the Lebanese acronyme LBN for international use.
CAS_NAME This column illustrates the names of the cadastral boundaries in Lebanon as per the Lebanese Government in English.            
CAS_NAME_Ar This column illustrates the names of the cadastral boundaries in Lebanon as per the Lebanese Government in Arabic.            
CAS_MaxElevation This column has the elevation of the highest village in the same cadastral zone                    
Municipality Name_EN This column illustrates the names of the Municipalities in Lebanon in English. Data Source: UNHCR                
Municipality Name_AR This column illustrates the names of the Municipalities in Lebanon in Arabic. Data Source: UNHCR                
Municipality Phone This column illustrates the Phone number of the Municipalities in Lebanon. Data Source: MoIM website 
Municipality Address This column illustrates the Available Address of the Municipalities in Lebanon. Data Source: UNDP/Arabia GIS              
UNION_ID This column illustrates the codes given for to the union of  Municipalities in Lebanon. Data Source: UNHABITAT               
Union_Full This column illustrates the names of the union of  Municipalities in Lebanon in English. Data Source: UNHABITAT               
UOM_Name This column illustrates the abbreviation name of the union of  Municipalities in Lebanon in English. Data Source: UNHABITAT      
",1.0,318.0,The Central Administration of Statistics (CAS) ,Lebanon
282,Cambodia - Canals,0,3,9,1,0,1.0,5.0,18.0,10.0,0.0,4a39c48b-9ae3-424b-9bf9-e6ac44ae91d9,cambodia-canals,False,"cod ,geodata ,hydrology ,lines ,nodeid4265",True,None,"**Languages:** EN
",01/01/2008,7.0,Other,Cambodia - Canals,hdx,ocha-roap, Cambodia canals,1.0,62.0,"Cambodia Department of Geography of the Ministry of Land Management, Urbanization and Construction",Cambodia
283,Kenya - Admin Level 1 Boundaries,7,15,26,9,0,18.0,36.0,60.0,33.0,0.0,8158e5a1-065b-47b7-b5ad-aff3a7157535,kenya-admin-level-1-boundaries-0,True,"administrative boundaries ,geodata ,migration-processing ,nodeid4725 ,polygon",False,None,"**Most Recent Changes:** Pcodes updated March 2014



**Languages:** EN
",01/01/2002,17.0,Other,Kenya - Admin Level 1 Boundaries,hdx,ocha-rosea,"Kenya Province boundaries

Admin 1 is the Province layer , last updated in 2002 by Central Bureau of Statistics(CBS), PCODES developed",1.0,183.0,From 20011 by Central Bureau of Statistics(CBS) updated by DEPHA in 2002,Kenya
284,Myanmar - Administrative Boundary level 0 - 3,0,0,0,23,3,0.0,0.0,0.0,35.0,2.0,b3d665ad-a017-4deb-94b1-f6e0bfcbf3d5,mmr-admbnd-level-0-3,True,"administrative boundaries ,cod ,geodata ,myanmar ,shapefile",True,None,None,06/13/2014,0.0,Registry,Myanmar - Administrative Boundary level 0 - 3,pyaesone,ocha-myanmar,"Administrative boundary, admin level 1 = state and region , admin level 2 = district and admin level 3 = township. The boundaries and names shown and the designations used on these shapefiles do not imply official endorsement or acceptance by the United Nations.",6.0,23.0,"MIMU, UNODC, WFP",Myanmar
285,Lebanon - Estimated figures for the resident population,11,18,17,14,1,32.0,19.0,22.0,25.0,1.0,74585383-eefe-4940-8c46-d2deec3aedfb,lebanon-estimated-figures-for-the-resident-population-in-lebanon,False,"cod ,nodeid4613 ,population",True,,,11/10/2015,40.0,Other,Lebanon - Estimated figures for the resident population,marindi,ocha-lebanon,"These are estimated figures for the resident population in Lebanon based on households’ surveys. These figures don’t take into account the Palestinians living within Palestinian camps.
",2.0,184.0,Central Administration of Statistic (CAS),Lebanon
286,Turkey Rivers,0,0,4,6,0,0.0,14.0,17.0,17.0,0.0,76cc978a-0c03-479d-b6f0-60ae326616d3,turkey-rivers,False,"cod ,rivers",True,None,None,02/16/2017,0.0,Other,Turkey Rivers,helenc,rimwg-e,Turkey Rivers,1.0,21.0,FAO,Turkey
287,CÃ´te d&#39;Ivoire - Water Bodies,0,2,5,3,0,4.0,2.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,
288,Afghanistan - Estimated Population  2016/2017,0,32,27,20,0,0.0,114.0,78.0,61.0,1.0,914eb41e-adbc-4b1b-9ab3-b3787f3c7191,afg-est-pop,False,"cod ,population ,sadd",True,None,[CSO population statistics webpage] (http://cso.gov.af/en/page/demography-and-socile-statistics/demograph-statistics/3897111),03/21/2016-03/20/2017,0.0,Other,Afghanistan - Estimated Population  2016/2017,sandeep,ocha-afghanistan,"This tabular dataset provides the Afghanistan population estimation for the Persian calendar year 1395 (corresponding to the Gregorian period 21 March 2016 to 20 March 2017) disaggregated by districts and provincial centres (admin level 3), age, gender, and urban-rural settled populations. The total population of the country in 1395 is estimated to be around 29.1 million, which is inclusive of the 1.5 million nomadic population.

This dataset format was created on 15 August 2016 by the Information Management Unit (IMU) of the Office for the Coordination of Humanitarian Affairs (OCHA) Afghanistan. Since the Afghanistan Geodesy and Cartography Head Office (AGCHO) is recognized as the sole authoritative source a for administrative boundaries, the population estimates have also been matched to the administrative names and codes of the AGCHO dataset. The dataset include popluation estimates disaggregated by CSO province and district codes (including Kabul city districts), population estimates disaggreated by AGCHO district codes, and a lookup table that relates CSO, AGCHO and AIMS legacy codes. Note that the 1.5 million nomadic population is NOT included in the province and district population estimates. Estimated population disaggregated by age group and gender is calculated using proportion of the total estimated population falling under each cohort based on 2011/2012 National Risk and Vulnerability Assessment (NRVA) report. This data is only available at the province level.

This is the **current version** of the population estimates. The 2015/2016 projections can be found on https://data.humdata.org/dataset/estimated-population-of-afghanistan-2015-2016",1.0,393.0,Central Statistics Organization (CSO) Afghanistan,Afghanistan
289,Senegal healthsites - Senegal-healthsites-csv,0,0,1,0,0,0.0,0.0,9.0,2.0,0.0,,,,,,,,,,,,,,,,,,
290,Haiti - Ports,4,3,9,1,0,6.0,8.0,17.0,6.0,0.0,f5ba4f22-014e-400d-98d8-92bc6069d5d7,haiti-ports,False,"cod ,geodata ,infrastructure ,nodeid3947 ,points ,transportation",True,None,"**Languages:** EN
",03/01/2013,0.0,Other,Haiti - Ports,hdx,ocha-haiti,"Haiti Maritime Transportation - Ports

Most updated datasets of the ports in Haiti generated by WFP.",1.0,101.0,World Food Programme (WFP),Haiti
291,Ghana - Roads,0,4,5,3,0,0.0,3.0,7.0,4.0,0.0,54926e88-ab33-40cc-8cea-a8d0e254da63,ghana-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid70226 ,transportation",True,None,"**Most Recent Changes:** Adding columns: name, axis, type, category and distance in Km



**Languages:** EN
",11/11/2006,4.0,Other,Ghana - Roads,hdx,ocha-rowca,"Roads network with classification (name, axis, type, category and distance in Km)

The dataset represents the roads network of Ghana with classification (name, axis, type, category and distance in Km)



",2.0,164.0,Digital Chart of the World (DCW),Ghana
292,Senegal - Water Courses,2,2,1,2,0,2.0,4.0,1.0,3.0,0.0,99a5e3ea-d484-49b1-97ae-4cefb04c2815,senegal-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid4683 ,rivers",True,None,"**Most Recent Changes:** 10 August 2015: Link from OCHA ROWCA geonode



**Languages:** EN
",01/26/2012,8.0,Other,Senegal - Water Courses,hdx,ocha-rowca,"Hydrography network.

The dataset represents the hydrography network of Senegal.",1.0,82.0,"Digital Chart of the World (DCW), 2009 (codified and projected by OCHA/ROWCA)",Senegal
293,Bolivia - Main Roads,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,70defa57-a007-4b31-8393-9a7e52cf2c02,bolivia-roads-0,False,"cod ,geodata ,infrastructure ,lines ,nodeid4220 ,transportation",True,None,"**Languages:** ES
",01/01/2008,7.0,Other,Bolivia - Main Roads,hdx,ocha-rolac,Transportation Network (Main Roads),1.0,44.0,Administración Boliviana de Carreteras,Bolivia (Plurinational State of)
294,Uganda - Administrative 4 Boundaries (IGAD-IDDRSI),2,3,3,1,0,9.0,10.0,7.0,6.0,0.0,987d0c74-6e42-4b8b-abec-3a77b461d67e,uganda-administrative-4-boundaries-igad-iddrsi,False,"admin boundaries ,cod",True,None,This shapefile - Admin 4 boundaries has been compiled by the IGAD Drought Disaster Resilience & Sustainability Initiative (IDDRSI),10/11/2016,0.0,Census,Uganda - Administrative 4 Boundaries (IGAD-IDDRSI),marindi,ocha-rosea,Latest Uganda shape file for Admin 4 boundaries as compiled by the IGAD Drought Disaster Resilience & Sustainability Initiative (IDDRSI),1.0,43.0, IGAD Drought Disaster Resilience & Sustainability Initiative (IDDRSI),Uganda
295,Uganda - Admin Level 4 Boundaries,5,8,6,4,0,9.0,15.0,17.0,8.0,0.0,bb32a92a-f4c0-43d1-8919-57e674fe6c53,uganda-admin-level-4-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4212 ,polygon",True,None,"**Most Recent Changes:** Some Atrribute changed in 2010 as new districts created.



**Languages:** EN
",01/01/2006,26.0,Other,Uganda - Admin Level 4 Boundaries,hdx,ocha-rosea,"Uganda County Boundary shape file -Admin Level 4: based on 2006 data provided by Ugandan Bureau of Statistics (UBOS), Government of Uganda. Agreed to share publicly and authorized by Geo-IM Working group chaired by UBOS and UNOCHA as Secretariat.



**Instructions:** [uganda_county2006.zip](/sites/cod2.humanitarianresponse.info/files/uganda_county2006.zip)


 


",1.0,202.0,Ugandan Bureau of Statistics (UBOS),Uganda
296,Mauritania - Railways,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,71ea2ad4-e45b-49b6-810e-234af9cfb07e,mauritania-railways,False,"cod ,lines ,mauritania ,nodeid4146 ,railway ,transportation",True,None,"
",01/25/2012,3.0,Other,Mauritania - Railways,hdx,ocha-rowca,The present geodata represents the railway network. ,1.0,36.0,Digital Chart of the World,Mauritania
297,Colombia - Population Estimates and Projections 1985 -2020,3,5,5,5,0,13.0,10.0,18.0,12.0,0.0,8520e386-9263-48c9-b1bf-b2349e019fbb,colombia-admin-level-4-boundaries,False,"cod ,colombia ,poblacion ,population ,projections ,proyecciones poblacionales ,sadd",True,None,"**Languages:** ES
",01/01/2005,24.0,Other,Colombia - Population Estimates and Projections 1985 -2020,hdx,ocha-colombia,"The data sets contain 4 excel spreadsheets: 1. Departments population for the years 1985-2020, 2. Municipalities population for the years 1985-2020, 3. Population by Departments, Municipalities, five year age groups and gender for the years 1985-2020, 4. Population by Departments, Municipalities, simple ages and gender for the years 1985-2020.



",2.0,220.0,National Bureau of Statistics (DANE),Colombia
298,Pakistan - Admin Level 2 Boundaries,11,15,11,12,0,25.0,21.0,27.0,34.0,0.0,44c2b2a4-b1cb-49d3-8299-0e544f1cab52,pakistan-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid17883 ,polygon",True,None,"**Most Recent Changes:** New Districts in Sindh (1) and Balochistan (2).

**Languages:** EN
",05/28/2015,40.0,Other,Pakistan - Admin Level 2 Boundaries,hdx,ocha-pakistan,"Pakistan district boundary

Pakistan District Polygon created by Pakistan Census Office in 2011 are updated with new districts boundary by regrouping Admin 3 boundary.

Jammu and Kashmir area is exclded in this dataset.
",1.0,206.0,Pakistan Census Office (PCO),Pakistan
299,Nigeria - Population Statistics - nga_demography.xls,0,2,0,2,0,7.0,12.0,8.0,9.0,0.0,,,,,,,,,,,,,,,,,,
300,State of Palestine - Population Projection 2012- 2014,2,2,5,0,0,3.0,3.0,8.0,2.0,0.0,483ee9a6-28eb-419e-b0f4-a133657e35cd,state-of-palestine-population-statistics-0-0-0-0-0-0-0-0,False,"cod ,nodeid16975 ,population",True,None,"**Languages:** EN
",01/01/2014,4.0,Other,State of Palestine - Population Projection 2012- 2014,hdx,ocha-opt,West Bank localities official population projections from Palestinian Central Bureau of Statistics (PCBS).,1.0,51.0,Palestinian Central Bureau of Statistics (PCBS),State of Palestine
301,Liberia - Lakes,0,0,0,4,0,6.0,7.0,9.0,20.0,0.0,8ec032cd-fc72-47b6-9662-35d0c5ea772a,liberia-water-bodies,False,"cod ,geodata ,hydrology ,lakes ,nodeid4051 ,polygon",True,None,"**Most Recent Changes:** (2014-11-19) metadata update

**Languages:** EN
",01/01/2007,9.0,Other,Liberia - Lakes,hdx,ocha-liberia,"Lakes of Liberia

 This dataset represents lakes in and around Liberia. The attributes include names of lakes and descriptions.


",1.0,192.0,United Nations Mission in Liberia (UNMIL),Liberia
302,Zimbabwe - Admin Level 1 Boundaries,8,5,5,7,0,12.0,8.0,7.0,11.0,0.0,07040991-cbd9-47ef-9d2e-8e6262d6c04c,zimbabwe-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4141 ,polygon",True,None,"**Most Recent Changes:** Added HRName, HRPCode and HRParent columns

**Languages:** EN",02/29/2008,12.0,Other,Zimbabwe - Admin Level 1 Boundaries,hdx,ocha-rosa,"Province Boundaries

Polygon Boundaries of the 10 Provinces of Zimbabwe optimum at 1:250 000 from the Central Statiscal Office(now ZIMSTAT) and the Department of the Surveyor General.",1.0,72.0,Zimbabwe Central Statistical Office (ZimStat),Zimbabwe
303,Bhutan - Settlements,2,1,7,0,0,3.0,6.0,11.0,1.0,0.0,8e7fbf74-7a71-47ed-86ea-e3502d7bf29d,bhutan-settlements,False,"cod ,geodata ,nodeid104609 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",06/05/2015,5.0,Other,Bhutan - Settlements,hdx,ocha-roap," These spatial datasets of settlements are national datasets of populated places across Bhutan.

The Global Discovery data includes the location name in English and associated dzonghag and gewog name and code. This can be complemented by the OSM dataset that includes additional settlements with location name in English, place type and the associated dzonghag and gewog name and code.",2.0,56.0,Global Discovery; Open Street Map,Bhutan
304,Burkina Faso - Administrative Boundaries,13,19,46,70,0,48.0,36.0,54.0,107.0,0.0,2940ed80-4b69-4b98-abaf-af79088852c5,burkina-faso-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4470 ,polygon",True,None,"SALB data cleaned and pcoded by OCHA and ITOS.
",03/11/2015,22.0,Other,Burkina Faso - Administrative Boundaries,hdx,ocha-rowca,"Admin COD datasets for BFA endorsed by RO on October 2015; see metadata for description of cleaning and processing performed by ITOS. 
The dataset represents Admin Level 0 (International), Admin Level 1 (Region), Admin Level 2 (Provinces).",9.0,476.0,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",Burkina Faso
305,State of Palestine - Gaza Population Projection 2007-2016,1,0,3,1,0,2.0,2.0,9.0,6.0,1.0,271eb781-e79d-4852-a178-cb2fa8128f60,state-of-palestine-population-statistics-0-0-0-0-0-0-0,False,"cod ,nodeid16973 ,population",True,None,"**Languages:** EN
",01/01/2014,7.0,Other,State of Palestine - Gaza Population Projection 2007-2016,hdx,ocha-opt,Gaza Strip localities official population projections from Palestinian Central Bureau of Statistics (PCBS),1.0,142.0,Palestinian Central Bureau of Statistics (PCBS),State of Palestine
306,Mongolia - Admin Level 0 Boundaries,0,3,1,0,0,1.0,4.0,1.0,0.0,0.0,185c483d-6263-4d33-87bd-3b42a48dcf7e,mongolia-admin-level-0-international-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4444 ,polygon",True,None,"**Languages:** EN
",01/01/2011,0.0,Other,Mongolia - Admin Level 0 Boundaries,hdx,ocha-roap,Mongolia National Boundaries. - This dataset represents the National boundaries for Mongolia.,1.0,35.0,"Mongolia Agency of Land Affairs, Construction, Geodesy, and Cartography",Mongolia
307,Tunisia - Admin Level 0 (International) Boundaries,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
308,Myanmar - Transportation,0,0,0,7,1,0.0,4.0,0.0,31.0,1.0,506daf22-4a93-4fe7-8ab4-67d796425e97,mmr-transportation,False,"cod ,geodata ,myanmar ,shapefile",True,None,None,12/04/2013,1.0,Direct Observational Data/Anecdotal Data,Myanmar - Transportation,pyaesone,ocha-myanmar,"Zipped shapefile for transportation infrastructure in Myanmar. Including roads, railways, seaports, airports shapefile.",4.0,15.0,MIMU,Myanmar
309,Bangladesh - Major Towns,1,1,0,0,0,8.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
310,Uganda - Admin Level 2 Boundaries,4,9,10,4,0,9.0,13.0,19.0,8.0,0.0,5ad282a3-d981-4987-8d39-78b88423954f,uganda-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid4235 ,polygon",True,None,"**Languages:** EN
",01/01/2006,25.0,Other,Uganda - Admin Level 2 Boundaries,hdx,ocha-rosea,"Uganda Sub-Regional Boundary shape file -Admin Level 2: based on 2006 data provided by Ugandan Bureau of Statistics (UBOS), Government of Uganda. Agreed to share publicly and authorized by Geo-IM Working group chaired by UBOS and UNOCHA as Secretariat.


 


",1.0,225.0,Ugandan Bureau of Statistics (UBOS),Uganda
311,Papua New Guinea - 2000 Provincial Census data,1,3,1,1,0,1.0,3.0,3.0,2.0,1.0,966a6b3e-ac97-4c93-b6d1-e79652a3c2d7,papua-new-guinea-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid65912 ,polygon",True,None,"**Languages:** EN
",02/24/2015,6.0,Other,Papua New Guinea - 2000 Provincial Census data,hdx,ocha-roap,"This spatial dataset provides the delimitation and composition of the Papua New Guinea provincial boundaries as of the year 2000 and is attributed with the provincial names in English. It consists of twenty provinces, and is attributed with key population statistics at the provincial level from the 2000 Census. This dataset was obtained from the National Statistics Office.

This dataset was provided to the UN-OCHA Regional Office for the Asia-Pacific by the National Statistics Office. ",1.0,49.0,Papua New Guinea National Statistics Office,Papua New Guinea
312,Burkina Faso: Settlements,2,2,4,9,1,4.0,7.0,22.0,10.0,2.0,3a755454-a3c8-49ed-a30a-0cf2c658fd69,settlements,False,"burkina faso ,cod ,settlement ,towns ,villages",True,,Cleaned and pcoded OCHA and ITOS.,02/11/2015,13.0,Other,Burkina Faso: Settlements,aboudieye,ocha-rowca,Admin COD datasets for BFA endorsed by RO on October 2015; see metadata for description of cleaning and processing performed by ITOS.,1.0,84.0,NGA,Burkina Faso
